date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Next_Day_AQI
2020-01-15,96,52.8,103.68,79.68,109.44,1.01,91.2,81.0
2020-01-16,81,44.55,87.48,67.23,92.34,0.85,76.95,88.0
2020-01-17,88,48.4,95.04,73.04,100.32,0.92,83.6,188.0
2020-01-18,188,103.4,203.04,156.04,214.32,1.97,178.6,210.0
2020-01-19,210,115.5,226.8,174.3,239.4,2.21,199.5,193.0
2020-01-20,193,106.15,208.44,160.19,220.02,2.03,183.35,229.0
2020-01-21,229,125.95,247.32,190.07,261.06,2.4,217.55,174.0
2020-01-22,174,95.7,187.92,144.42,198.36,1.83,165.3,195.0
2020-01-23,195,107.25,210.6,161.85,222.3,2.05,185.25,171.0
2020-01-24,171,94.05,184.68,141.93,194.94,1.8,162.45,188.0
2020-01-25,188,103.4,203.04,156.04,214.32,1.97,178.6,250.0
2020-01-26,250,137.5,270.0,207.5,285.0,2.63,237.5,148.0
2020-01-27,148,81.4,159.84,122.84,168.72,1.55,140.6,82.0
2020-01-28,82,45.1,88.56,68.06,93.48,0.86,77.9,82.0
2020-01-29,82,45.1,88.56,68.06,93.48,0.86,77.9,127.0
2020-01-30,127,69.85,137.16,105.41,144.78,1.33,120.65,146.0
2020-01-31,146,80.3,157.68,121.18,166.44,1.53,138.7,243.0
2020-01-02,243,133.65,262.44,201.69,277.02,2.55,230.85,179.0
2020-02-02,179,98.45,193.32,148.57,204.06,1.88,170.05,122.0
2020-03-02,122,67.1,131.76,101.26,139.08,1.28,115.9,72.0
2020-04-02,72,39.6,77.76,59.76,82.08,0.76,68.4,43.0
2020-05-02,43,23.65,46.44,35.69,49.02,0.45,40.85,46.0
2020-06-02,46,25.3,49.68,38.18,52.44,0.48,43.7,29.0
2020-07-02,29,15.95,31.32,24.07,33.06,0.3,27.55,27.0
2020-08-02,27,14.85,29.16,22.41,30.78,0.28,25.65,47.0
2020-09-02,47,25.85,50.76,39.01,53.58,0.49,44.65,77.0
2020-10-02,77,42.35,83.16,63.91,87.78,0.81,73.15,125.0
2020-11-02,125,68.75,135.0,103.75,142.5,1.31,118.75,163.0
2020-12-02,163,89.65,176.04,135.29,185.82,1.71,154.85,155.0
2020-02-13,155,85.25,167.4,128.65,176.7,1.63,147.25,136.0
2020-02-14,136,74.8,146.88,112.88,155.04,1.43,129.2,146.0
2020-02-15,146,80.3,157.68,121.18,166.44,1.53,138.7,150.0
2020-02-16,150,82.5,162.0,124.5,171.0,1.58,142.5,233.0
2020-02-17,233,128.15,251.64,193.39,265.62,2.45,221.35,202.0
2020-02-18,202,111.1,218.16,167.66,230.28,2.12,191.9,220.0
2020-02-19,220,121.0,237.6,182.6,250.8,2.31,209.0,155.0
2020-02-20,155,85.25,167.4,128.65,176.7,1.63,147.25,98.0
2020-02-21,98,53.9,105.84,81.34,111.72,1.03,93.1,123.0
2020-02-22,123,67.65,132.84,102.09,140.22,1.29,116.85,193.0
2020-02-23,193,106.15,208.44,160.19,220.02,2.03,183.35,170.0
2020-02-24,170,93.5,183.6,141.1,193.8,1.79,161.5,150.0
2020-02-25,150,82.5,162.0,124.5,171.0,1.58,142.5,131.0
2020-02-26,131,72.05,141.48,108.73,149.34,1.38,124.45,131.0
2020-02-27,131,72.05,141.48,108.73,149.34,1.38,124.45,172.0
2020-02-28,172,94.6,185.76,142.76,196.08,1.81,163.4,201.0
2020-01-03,201,110.55,217.08,166.83,229.14,2.11,190.95,188.0
2020-02-03,188,103.4,203.04,156.04,214.32,1.97,178.6,125.0
2020-03-03,125,68.75,135.0,103.75,142.5,1.31,118.75,85.0
2020-04-03,85,46.75,91.8,70.55,96.9,0.89,80.75,40.0
2020-05-03,40,22.0,43.2,33.2,45.6,0.42,38.0,32.0
2020-06-03,32,17.6,34.56,26.56,36.48,0.34,30.4,34.0
2020-07-03,34,18.7,36.72,28.22,38.76,0.36,32.3,26.0
2020-08-03,26,14.3,28.08,21.58,29.64,0.27,24.7,57.0
2020-09-03,57,31.35,61.56,47.31,64.98,0.6,54.15,100.0
2020-10-03,100,55.0,108.0,83.0,114.0,1.05,95.0,194.0
2020-11-03,194,106.7,209.52,161.02,221.16,2.04,184.3,170.0
2020-12-03,170,93.5,183.6,141.1,193.8,1.79,161.5,84.0
2020-03-13,84,46.2,90.72,69.72,95.76,0.88,79.8,112.0
2020-03-14,112,61.6,120.96,92.96,127.68,1.18,106.4,158.0
2020-03-15,158,86.9,170.64,131.14,180.12,1.66,150.1,153.0
2020-03-16,153,84.15,165.24,126.99,174.42,1.61,145.35,197.0
2020-03-17,197,108.35,212.76,163.51,224.58,2.07,187.15,146.0
2020-03-18,146,80.3,157.68,121.18,166.44,1.53,138.7,102.0
2020-03-19,102,56.1,110.16,84.66,116.28,1.07,96.9,82.0
2020-03-20,82,45.1,88.56,68.06,93.48,0.86,77.9,72.0
2020-03-21,72,39.6,77.76,59.76,82.08,0.76,68.4,54.0
2020-03-22,54,29.7,58.32,44.82,61.56,0.57,51.3,64.0
2020-03-23,64,35.2,69.12,53.12,72.96,0.67,60.8,81.0
2020-03-24,81,44.55,87.48,67.23,92.34,0.85,76.95,87.0
2020-03-25,87,47.85,93.96,72.21,99.18,0.91,82.65,69.0
2020-03-26,69,37.95,74.52,57.27,78.66,0.72,65.55,66.0
2020-03-27,66,36.3,71.28,54.78,75.24,0.69,62.7,72.0
2020-03-28,72,39.6,77.76,59.76,82.08,0.76,68.4,71.0
2020-03-29,71,39.05,76.68,58.93,80.94,0.75,67.45,69.0
2020-03-30,69,37.95,74.52,57.27,78.66,0.72,65.55,67.0
2020-03-31,67,36.85,72.36,55.61,76.38,0.7,63.65,221.0
2020-01-04,221,121.55,238.68,183.43,251.94,2.32,209.95,176.0
2020-02-04,176,96.8,190.08,146.08,200.64,1.85,167.2,117.0
2020-03-04,117,64.35,126.36,97.11,133.38,1.23,111.15,81.0
2020-04-04,81,44.55,87.48,67.23,92.34,0.85,76.95,37.0
2020-05-04,37,20.35,39.96,30.71,42.18,0.39,35.15,36.0
2020-06-04,36,19.8,38.88,29.88,41.04,0.38,34.2,28.0
2020-07-04,28,15.4,30.24,23.24,31.92,0.29,26.6,25.0
2020-08-04,25,13.75,27.0,20.75,28.5,0.26,23.75,69.0
2020-09-04,69,37.95,74.52,57.27,78.66,0.72,65.55,70.0
2020-10-04,70,38.5,75.6,58.1,79.8,0.74,66.5,160.0
2020-11-04,160,88.0,172.8,132.8,182.4,1.68,152.0,167.0
2020-12-04,167,91.85,180.36,138.61,190.38,1.75,158.65,76.0
2020-04-13,76,41.8,82.08,63.08,86.64,0.8,72.2,81.0
2020-04-14,81,44.55,87.48,67.23,92.34,0.85,76.95,81.0
2020-04-15,81,44.55,87.48,67.23,92.34,0.85,76.95,65.0
2020-04-16,65,35.75,70.2,53.95,74.1,0.68,61.75,65.0
2020-04-17,65,35.75,70.2,53.95,74.1,0.68,61.75,68.0
2020-04-18,68,37.4,73.44,56.44,77.52,0.71,64.6,67.0
2020-04-19,67,36.85,72.36,55.61,76.38,0.7,63.65,82.0
2020-04-20,82,45.1,88.56,68.06,93.48,0.86,77.9,65.0
2020-04-21,65,35.75,70.2,53.95,74.1,0.68,61.75,51.0
2020-04-22,51,28.05,55.08,42.33,58.14,0.54,48.45,63.0
2020-04-23,63,34.65,68.04,52.29,71.82,0.66,59.85,50.0
2020-04-24,50,27.5,54.0,41.5,57.0,0.53,47.5,48.0
2020-04-25,48,26.4,51.84,39.84,54.72,0.5,45.6,57.0
2020-04-26,57,31.35,61.56,47.31,64.98,0.6,54.15,52.0
2020-04-27,52,28.6,56.16,43.16,59.28,0.55,49.4,53.0
2020-04-28,53,29.15,57.24,43.99,60.42,0.56,50.35,81.0
2020-04-29,81,44.55,87.48,67.23,92.34,0.85,76.95,60.0
2020-04-30,60,33.0,64.8,49.8,68.4,0.63,57.0,211.0
2020-01-05,211,116.05,227.88,175.13,240.54,2.22,200.45,137.0
2020-02-05,137,75.35,147.96,113.71,156.18,1.44,130.15,104.0
2020-03-05,104,57.2,112.32,86.32,118.56,1.09,98.8,77.0
2020-04-05,77,42.35,83.16,63.91,87.78,0.81,73.15,38.0
2020-05-05,38,20.9,41.04,31.54,43.32,0.4,36.1,41.0
2020-06-05,41,22.55,44.28,34.03,46.74,0.43,38.95,33.0
2020-07-05,33,18.15,35.64,27.39,37.62,0.35,31.35,30.0
2020-08-05,30,16.5,32.4,24.9,34.2,0.32,28.5,84.0
2020-09-05,84,46.2,90.72,69.72,95.76,0.88,79.8,55.0
2020-10-05,55,30.25,59.4,45.65,62.7,0.58,52.25,163.0
2020-11-05,163,89.65,176.04,135.29,185.82,1.71,154.85,185.0
2020-12-05,185,101.75,199.8,153.55,210.9,1.94,175.75,67.0
2020-05-13,67,36.85,72.36,55.61,76.38,0.7,63.65,54.0
2020-05-14,54,29.7,58.32,44.82,61.56,0.57,51.3,70.0
2020-05-15,70,38.5,75.6,58.1,79.8,0.74,66.5,76.0
2020-05-16,76,41.8,82.08,63.08,86.64,0.8,72.2,120.0
2020-05-17,120,66.0,129.6,99.6,136.8,1.26,114.0,78.0
2020-05-18,78,42.9,84.24,64.74,88.92,0.82,74.1,74.0
2020-05-19,74,40.7,79.92,61.42,84.36,0.78,70.3,48.0
2020-05-20,48,26.4,51.84,39.84,54.72,0.5,45.6,43.0
2020-05-21,43,23.65,46.44,35.69,49.02,0.45,40.85,42.0
2020-05-22,42,23.1,45.36,34.86,47.88,0.44,39.9,45.0
2020-05-23,45,24.75,48.6,37.35,51.3,0.47,42.75,40.0
2020-05-24,40,22.0,43.2,33.2,45.6,0.42,38.0,45.0
2020-05-25,45,24.75,48.6,37.35,51.3,0.47,42.75,51.0
2020-05-26,51,28.05,55.08,42.33,58.14,0.54,48.45,45.0
2020-05-27,45,24.75,48.6,37.35,51.3,0.47,42.75,45.0
2020-05-28,45,24.75,48.6,37.35,51.3,0.47,42.75,35.0
2020-05-29,35,19.25,37.8,29.05,39.9,0.37,33.25,37.0
2020-05-30,37,20.35,39.96,30.71,42.18,0.39,35.15,43.0
2020-05-31,43,23.65,46.44,35.69,49.02,0.45,40.85,137.0
2020-01-06,137,75.35,147.96,113.71,156.18,1.44,130.15,123.0
2020-02-06,123,67.65,132.84,102.09,140.22,1.29,116.85,101.0
2020-03-06,101,55.55,109.08,83.83,115.14,1.06,95.95,58.0
2020-04-06,58,31.9,62.64,48.14,66.12,0.61,55.1,50.0
2020-05-06,50,27.5,54.0,41.5,57.0,0.53,47.5,30.0
2020-06-06,30,16.5,32.4,24.9,34.2,0.32,28.5,56.0
2020-07-06,56,30.8,60.48,46.48,63.84,0.59,53.2,36.0
2020-08-06,36,19.8,38.88,29.88,41.04,0.38,34.2,128.0
2020-09-06,128,70.4,138.24,106.24,145.92,1.34,121.6,76.0
2020-10-06,76,41.8,82.08,63.08,86.64,0.8,72.2,128.0
2020-11-06,128,70.4,138.24,106.24,145.92,1.34,121.6,149.0
2020-12-06,149,81.95,160.92,123.67,169.86,1.56,141.55,33.0
2020-06-13,33,18.15,35.64,27.39,37.62,0.35,31.35,32.0
2020-06-14,32,17.6,34.56,26.56,36.48,0.34,30.4,31.0
2020-06-15,31,17.05,33.48,25.73,35.34,0.33,29.45,37.0
2020-06-16,37,20.35,39.96,30.71,42.18,0.39,35.15,36.0
2020-06-17,36,19.8,38.88,29.88,41.04,0.38,34.2,35.0
2020-06-18,35,19.25,37.8,29.05,39.9,0.37,33.25,42.0
2020-06-19,42,23.1,45.36,34.86,47.88,0.44,39.9,51.0
2020-06-20,51,28.05,55.08,42.33,58.14,0.54,48.45,43.0
2020-06-21,43,23.65,46.44,35.69,49.02,0.45,40.85,42.0
2020-06-22,42,23.1,45.36,34.86,47.88,0.44,39.9,41.0
2020-06-23,41,22.55,44.28,34.03,46.74,0.43,38.95,33.0
2020-06-24,33,18.15,35.64,27.39,37.62,0.35,31.35,36.0
2020-06-25,36,19.8,38.88,29.88,41.04,0.38,34.2,42.0
2020-06-26,42,23.1,45.36,34.86,47.88,0.44,39.9,50.0
2020-06-27,50,27.5,54.0,41.5,57.0,0.53,47.5,49.0
2020-06-28,49,26.95,52.92,40.67,55.86,0.51,46.55,36.0
2020-06-29,36,19.8,38.88,29.88,41.04,0.38,34.2,33.0
2020-06-30,33,18.15,35.64,27.39,37.62,0.35,31.35,189.0
2020-01-07,189,103.95,204.12,156.87,215.46,1.98,179.55,126.0
2020-02-07,126,69.3,136.08,104.58,143.64,1.32,119.7,108.0
2020-03-07,108,59.4,116.64,89.64,123.12,1.13,102.6,64.0
2020-04-07,64,35.2,69.12,53.12,72.96,0.67,60.8,55.0
2020-05-07,55,30.25,59.4,45.65,62.7,0.58,52.25,41.0
2020-06-07,41,22.55,44.28,34.03,46.74,0.43,38.95,38.0
2020-07-07,38,20.9,41.04,31.54,43.32,0.4,36.1,36.0
2020-08-07,36,19.8,38.88,29.88,41.04,0.38,34.2,55.0
2020-09-07,55,30.25,59.4,45.65,62.7,0.58,52.25,93.0
2020-10-07,93,51.15,100.44,77.19,106.02,0.98,88.35,130.0
2020-11-07,130,71.5,140.4,107.9,148.2,1.37,123.5,144.0
2020-12-07,144,79.2,155.52,119.52,164.16,1.51,136.8,36.0
2020-07-13,36,19.8,38.88,29.88,41.04,0.38,34.2,36.0
2020-07-14,36,19.8,38.88,29.88,41.04,0.38,34.2,31.0
2020-07-15,31,17.05,33.48,25.73,35.34,0.33,29.45,33.0
2020-07-16,33,18.15,35.64,27.39,37.62,0.35,31.35,34.0
2020-07-17,34,18.7,36.72,28.22,38.76,0.36,32.3,37.0
2020-07-18,37,20.35,39.96,30.71,42.18,0.39,35.15,46.0
2020-07-19,46,25.3,49.68,38.18,52.44,0.48,43.7,47.0
2020-07-20,47,25.85,50.76,39.01,53.58,0.49,44.65,49.0
2020-07-21,49,26.95,52.92,40.67,55.86,0.51,46.55,54.0
2020-07-22,54,29.7,58.32,44.82,61.56,0.57,51.3,39.0
2020-07-23,39,21.45,42.12,32.37,44.46,0.41,37.05,50.0
2020-07-24,50,27.5,54.0,41.5,57.0,0.53,47.5,44.0
2020-07-25,44,24.2,47.52,36.52,50.16,0.46,41.8,45.0
2020-07-26,45,24.75,48.6,37.35,51.3,0.47,42.75,26.0
2020-07-27,26,14.3,28.08,21.58,29.64,0.27,24.7,35.0
2020-07-28,35,19.25,37.8,29.05,39.9,0.37,33.25,37.0
2020-07-29,37,20.35,39.96,30.71,42.18,0.39,35.15,32.0
2020-07-30,32,17.6,34.56,26.56,36.48,0.34,30.4,35.0
2020-07-31,35,19.25,37.8,29.05,39.9,0.37,33.25,152.0
2020-01-08,152,83.6,164.16,126.16,173.28,1.6,144.4,135.0
2020-02-08,135,74.25,145.8,112.05,153.9,1.42,128.25,119.0
2020-03-08,119,65.45,128.52,98.77,135.66,1.25,113.05,97.0
2020-04-08,97,53.35,104.76,80.51,110.58,1.02,92.15,67.0
2020-05-08,67,36.85,72.36,55.61,76.38,0.7,63.65,36.0
2020-06-08,36,19.8,38.88,29.88,41.04,0.38,34.2,38.0
2020-07-08,38,20.9,41.04,31.54,43.32,0.4,36.1,49.0
2020-08-08,49,26.95,52.92,40.67,55.86,0.51,46.55,49.0
2020-09-08,49,26.95,52.92,40.67,55.86,0.51,46.55,106.0
2020-10-08,106,58.3,114.48,87.98,120.84,1.11,100.7,142.0
2020-11-08,142,78.1,153.36,117.86,161.88,1.49,134.9,157.0
2020-12-08,157,86.35,169.56,130.31,178.98,1.65,149.15,38.0
2020-08-13,38,20.9,41.04,31.54,43.32,0.4,36.1,35.0
2020-08-14,35,19.25,37.8,29.05,39.9,0.37,33.25,37.0
2020-08-15,37,20.35,39.96,30.71,42.18,0.39,35.15,47.0
2020-08-16,47,25.85,50.76,39.01,53.58,0.49,44.65,43.0
2020-08-17,43,23.65,46.44,35.69,49.02,0.45,40.85,28.0
2020-08-18,28,15.4,30.24,23.24,31.92,0.29,26.6,33.0
2020-08-19,33,18.15,35.64,27.39,37.62,0.35,31.35,41.0
2020-08-20,41,22.55,44.28,34.03,46.74,0.43,38.95,39.0
2020-08-21,39,21.45,42.12,32.37,44.46,0.41,37.05,35.0
2020-08-22,35,19.25,37.8,29.05,39.9,0.37,33.25,37.0
2020-08-23,37,20.35,39.96,30.71,42.18,0.39,35.15,36.0
2020-08-24,36,19.8,38.88,29.88,41.04,0.38,34.2,49.0
2020-08-25,49,26.95,52.92,40.67,55.86,0.51,46.55,36.0
2020-08-26,36,19.8,38.88,29.88,41.04,0.38,34.2,35.0
2020-08-27,35,19.25,37.8,29.05,39.9,0.37,33.25,32.0
2020-08-28,32,17.6,34.56,26.56,36.48,0.34,30.4,31.0
2020-08-29,31,17.05,33.48,25.73,35.34,0.33,29.45,28.0
2020-08-30,28,15.4,30.24,23.24,31.92,0.29,26.6,30.0
2020-08-31,30,16.5,32.4,24.9,34.2,0.32,28.5,124.0
2020-01-09,124,68.2,133.92,102.92,141.36,1.3,117.8,138.0
2020-02-09,138,75.9,149.04,114.54,157.32,1.45,131.1,123.0
2020-03-09,123,67.65,132.84,102.09,140.22,1.29,116.85,94.0
2020-04-09,94,51.7,101.52,78.02,107.16,0.99,89.3,65.0
2020-05-09,65,35.75,70.2,53.95,74.1,0.68,61.75,34.0
2020-06-09,34,18.7,36.72,28.22,38.76,0.36,32.3,45.0
2020-07-09,45,24.75,48.6,37.35,51.3,0.47,42.75,44.0
2020-08-09,44,24.2,47.52,36.52,50.16,0.46,41.8,55.0
2020-09-09,55,30.25,59.4,45.65,62.7,0.58,52.25,124.0
2020-10-09,124,68.2,133.92,102.92,141.36,1.3,117.8,148.0
2020-11-09,148,81.4,159.84,122.84,168.72,1.55,140.6,136.0
2020-12-09,136,74.8,146.88,112.88,155.04,1.43,129.2,39.0
2020-09-13,39,21.45,42.12,32.37,44.46,0.41,37.05,44.0
2020-09-14,44,24.2,47.52,36.52,50.16,0.46,41.8,40.0
2020-09-15,40,22.0,43.2,33.2,45.6,0.42,38.0,39.0
2020-09-16,39,21.45,42.12,32.37,44.46,0.41,37.05,40.0
2020-09-17,40,22.0,43.2,33.2,45.6,0.42,38.0,52.0
2020-09-18,52,28.6,56.16,43.16,59.28,0.55,49.4,59.0
2020-09-19,59,32.45,63.72,48.97,67.26,0.62,56.05,53.0
2020-09-20,53,29.15,57.24,43.99,60.42,0.56,50.35,58.0
2020-09-21,58,31.9,62.64,48.14,66.12,0.61,55.1,64.0
2020-09-22,64,35.2,69.12,53.12,72.96,0.67,60.8,42.0
2020-09-23,42,23.1,45.36,34.86,47.88,0.44,39.9,44.0
2020-09-24,44,24.2,47.52,36.52,50.16,0.46,41.8,53.0
2020-09-25,53,29.15,57.24,43.99,60.42,0.56,50.35,63.0
2020-09-26,63,34.65,68.04,52.29,71.82,0.66,59.85,65.0
2020-09-27,65,35.75,70.2,53.95,74.1,0.68,61.75,69.0
2020-09-28,69,37.95,74.52,57.27,78.66,0.72,65.55,75.0
2020-09-29,75,41.25,81.0,62.25,85.5,0.79,71.25,80.0
2020-09-30,80,44.0,86.4,66.4,91.2,0.84,76.0,125.0
2020-01-10,125,68.75,135.0,103.75,142.5,1.31,118.75,134.0
2020-02-10,134,73.7,144.72,111.22,152.76,1.41,127.3,130.0
2020-03-10,130,71.5,140.4,107.9,148.2,1.37,123.5,83.0
2020-04-10,83,45.65,89.64,68.89,94.62,0.87,78.85,64.0
2020-05-10,64,35.2,69.12,53.12,72.96,0.67,60.8,40.0
2020-06-10,40,22.0,43.2,33.2,45.6,0.42,38.0,48.0
2020-07-10,48,26.4,51.84,39.84,54.72,0.5,45.6,42.0
2020-08-10,42,23.1,45.36,34.86,47.88,0.44,39.9,68.0
2020-09-10,68,37.4,73.44,56.44,77.52,0.71,64.6,145.0
2020-10-10,145,79.75,156.6,120.35,165.3,1.52,137.75,146.0
2020-11-10,146,80.3,157.68,121.18,166.44,1.53,138.7,143.0
2020-12-10,143,78.65,154.44,118.69,163.02,1.5,135.85,110.0
2020-10-13,110,60.5,118.8,91.3,125.4,1.16,104.5,106.0
2020-10-14,106,58.3,114.48,87.98,120.84,1.11,100.7,68.0
2020-10-15,68,37.4,73.44,56.44,77.52,0.71,64.6,59.0
2020-10-16,59,32.45,63.72,48.97,67.26,0.62,56.05,71.0
2020-10-17,71,39.05,76.68,58.93,80.94,0.75,67.45,82.0
2020-10-18,82,45.1,88.56,68.06,93.48,0.86,77.9,78.0
2020-10-19,78,42.9,84.24,64.74,88.92,0.82,74.1,90.0
2020-10-20,90,49.5,97.2,74.7,102.6,0.95,85.5,83.0
2020-10-21,83,45.65,89.64,68.89,94.62,0.87,78.85,90.0
2020-10-22,90,49.5,97.2,74.7,102.6,0.95,85.5,82.0
2020-10-23,82,45.1,88.56,68.06,93.48,0.86,77.9,113.0
2020-10-24,113,62.15,122.04,93.79,128.82,1.19,107.35,83.0
2020-10-25,83,45.65,89.64,68.89,94.62,0.87,78.85,94.0
2020-10-26,94,51.7,101.52,78.02,107.16,0.99,89.3,100.0
2020-10-27,100,55.0,108.0,83.0,114.0,1.05,95.0,130.0
2020-10-28,130,71.5,140.4,107.9,148.2,1.37,123.5,146.0
2020-10-29,146,80.3,157.68,121.18,166.44,1.53,138.7,131.0
2020-10-30,131,72.05,141.48,108.73,149.34,1.38,124.45,119.0
2020-10-31,119,65.45,128.52,98.77,135.66,1.25,113.05,155.0
2020-01-11,155,85.25,167.4,128.65,176.7,1.63,147.25,139.0
2020-02-11,139,76.45,150.12,115.37,158.46,1.46,132.05,73.0
2020-03-11,73,40.15,78.84,60.59,83.22,0.77,69.35,77.0
2020-04-11,77,42.35,83.16,63.91,87.78,0.81,73.15,61.0
2020-05-11,61,33.55,65.88,50.63,69.54,0.64,57.95,35.0
2020-06-11,35,19.25,37.8,29.05,39.9,0.37,33.25,45.0
2020-07-11,45,24.75,48.6,37.35,51.3,0.47,42.75,41.0
2020-08-11,41,22.55,44.28,34.03,46.74,0.43,38.95,68.0
2020-09-11,68,37.4,73.44,56.44,77.52,0.71,64.6,110.0
2020-10-11,110,60.5,118.8,91.3,125.4,1.16,104.5,182.0
2020-11-11,182,100.1,196.56,151.06,207.48,1.91,172.9,151.0
2020-12-11,151,83.05,163.08,125.33,172.14,1.59,143.45,171.0
2020-11-13,171,94.05,184.68,141.93,194.94,1.8,162.45,131.0
2020-11-14,131,72.05,141.48,108.73,149.34,1.38,124.45,148.0
2020-11-15,148,81.4,159.84,122.84,168.72,1.55,140.6,143.0
2020-11-16,143,78.65,154.44,118.69,163.02,1.5,135.85,175.0
2020-11-17,175,96.25,189.0,145.25,199.5,1.84,166.25,167.0
2020-11-18,167,91.85,180.36,138.61,190.38,1.75,158.65,146.0
2020-11-19,146,80.3,157.68,121.18,166.44,1.53,138.7,143.0
2020-11-20,143,78.65,154.44,118.69,163.02,1.5,135.85,160.0
2020-11-21,160,88.0,172.8,132.8,182.4,1.68,152.0,170.0
2020-11-22,170,93.5,183.6,141.1,193.8,1.79,161.5,156.0
2020-11-23,156,85.8,168.48,129.48,177.84,1.64,148.2,139.0
2020-11-24,139,76.45,150.12,115.37,158.46,1.46,132.05,210.0
2020-11-25,210,115.5,226.8,174.3,239.4,2.21,199.5,225.0
2020-11-26,225,123.75,243.0,186.75,256.5,2.36,213.75,182.0
2020-11-27,182,100.1,196.56,151.06,207.48,1.91,172.9,139.0
2020-11-28,139,76.45,150.12,115.37,158.46,1.46,132.05,110.0
2020-11-29,110,60.5,118.8,91.3,125.4,1.16,104.5,125.0
2020-11-30,125,68.75,135.0,103.75,142.5,1.31,118.75,217.0
2020-01-12,217,119.35,234.36,180.11,247.38,2.28,206.15,133.0
2020-02-12,133,73.15,143.64,110.39,151.62,1.4,126.35,79.0
2020-03-12,79,43.45,85.32,65.57,90.06,0.83,75.05,87.0
2020-04-12,87,47.85,93.96,72.21,99.18,0.91,82.65,67.0
2020-05-12,67,36.85,72.36,55.61,76.38,0.7,63.65,38.0
2020-06-12,38,20.9,41.04,31.54,43.32,0.4,36.1,36.0
2020-07-12,36,19.8,38.88,29.88,41.04,0.38,34.2,38.0
2020-08-12,38,20.9,41.04,31.54,43.32,0.4,36.1,48.0
2020-09-12,48,26.4,51.84,39.84,54.72,0.5,45.6,99.0
2020-10-12,99,54.45,106.92,82.17,112.86,1.04,94.05,170.0
2020-11-12,170,93.5,183.6,141.1,193.8,1.79,161.5,139.0
2020-12-12,139,76.45,150.12,115.37,158.46,1.46,132.05,146.0
2020-12-13,146,80.3,157.68,121.18,166.44,1.53,138.7,105.0
2020-12-14,105,57.75,113.4,87.15,119.7,1.1,99.75,152.0
2020-12-15,152,83.6,164.16,126.16,173.28,1.6,144.4,194.0
2020-12-16,194,106.7,209.52,161.02,221.16,2.04,184.3,205.0
2020-12-17,205,112.75,221.4,170.15,233.7,2.15,194.75,203.0
2020-12-18,203,111.65,219.24,168.49,231.42,2.13,192.85,185.0
2020-12-19,185,101.75,199.8,153.55,210.9,1.94,175.75,178.0
2020-12-20,178,97.9,192.24,147.74,202.92,1.87,169.1,151.0
2020-12-21,151,83.05,163.08,125.33,172.14,1.59,143.45,141.0
2020-12-22,141,77.55,152.28,117.03,160.74,1.48,133.95,172.0
2020-12-23,172,94.6,185.76,142.76,196.08,1.81,163.4,193.0
2020-12-24,193,106.15,208.44,160.19,220.02,2.03,183.35,209.0
2020-12-25,209,114.95,225.72,173.47,238.26,2.19,198.55,221.0
2020-12-26,221,121.55,238.68,183.43,251.94,2.32,209.95,225.0
2020-12-27,225,123.75,243.0,186.75,256.5,2.36,213.75,168.0
2020-12-28,168,92.4,181.44,139.44,191.52,1.76,159.6,192.0
2020-12-29,192,105.6,207.36,159.36,218.88,2.02,182.4,225.0
2020-12-30,225,123.75,243.0,186.75,256.5,2.36,213.75,245.0
2020-12-31,245,134.75,264.6,203.35,279.3,2.57,232.75,244.0
2021-01-01,244,134.2,263.52,202.52,278.16,2.56,231.8,184.0
2021-02-01,184,101.2,198.72,152.72,209.76,1.93,174.8,161.0
2021-03-01,161,88.55,173.88,133.63,183.54,1.69,152.95,113.0
2021-04-01,113,62.15,122.04,93.79,128.82,1.19,107.35,68.0
2021-05-01,68,37.4,73.44,56.44,77.52,0.71,64.6,61.0
2021-06-01,61,33.55,65.88,50.63,69.54,0.64,57.95,70.0
2021-07-01,70,38.5,75.6,58.1,79.8,0.74,66.5,63.0
2021-08-01,63,34.65,68.04,52.29,71.82,0.66,59.85,54.0
2021-09-01,54,29.7,58.32,44.82,61.56,0.57,51.3,76.0
2021-10-01,76,41.8,82.08,63.08,86.64,0.8,72.2,188.0
2021-11-01,188,103.4,203.04,156.04,214.32,1.97,178.6,154.0
2021-12-01,154,84.7,166.32,127.82,175.56,1.62,146.3,193.0
2021-01-13,193,106.15,208.44,160.19,220.02,2.03,183.35,193.0
2021-01-14,193,106.15,208.44,160.19,220.02,2.03,183.35,145.0
2021-01-15,145,79.75,156.6,120.35,165.3,1.52,137.75,140.0
2021-01-16,140,77.0,151.2,116.2,159.6,1.47,133.0,173.0
2021-01-17,173,95.15,186.84,143.59,197.22,1.82,164.35,124.0
2021-01-18,124,68.2,133.92,102.92,141.36,1.3,117.8,153.0
2021-01-19,153,84.15,165.24,126.99,174.42,1.61,145.35,193.0
2021-01-20,193,106.15,208.44,160.19,220.02,2.03,183.35,189.0
2021-01-21,189,103.95,204.12,156.87,215.46,1.98,179.55,233.0
2021-01-22,233,128.15,251.64,193.39,265.62,2.45,221.35,255.0
2021-01-23,255,140.25,275.4,211.65,290.7,2.68,242.25,198.0
2021-01-24,198,108.9,213.84,164.34,225.72,2.08,188.1,207.0
2021-01-25,207,113.85,223.56,171.81,235.98,2.17,196.65,223.0
2021-01-26,223,122.65,240.84,185.09,254.22,2.34,211.85,231.0
