date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Next_Day_AQI,temperature_2m,relative_humidity_2m,wind_speed_10m
2019-09-14,49,26.95,52.92,40.67,55.86,0.51,46.55,46.0,26.79325,89.52366388,15.23104198
2019-09-15,46,25.3,49.68,38.18,52.44,0.48,43.7,44.0,25.98908333,91.37438313,15.48456846
2019-09-16,44,24.2,47.52,36.52,50.16,0.46,41.8,44.0,25.7745,92.13776533,12.51468054
2019-09-17,44,24.2,47.52,36.52,50.16,0.46,41.8,50.0,26.36408333,90.86104313,11.89723208
2019-09-18,50,27.5,54.0,41.5,57.0,0.53,47.5,66.0,26.237,90.78136392,10.58992748
2019-09-19,66,36.3,71.28,54.78,75.24,0.69,62.7,66.0,26.67866667,89.71556233,12.52318158
2019-09-20,66,36.3,71.28,54.78,75.24,0.69,62.7,40.0,26.962,88.28202246,9.988601704
2019-09-21,40,22.0,43.2,33.2,45.6,0.42,38.0,45.0,26.6745,91.42908596,8.550980357
2019-09-22,45,24.75,48.6,37.35,51.3,0.47,42.75,58.0,26.30158333,90.40123817,9.147284846
2019-09-23,58,31.9,62.64,48.14,66.12,0.61,55.1,60.0,26.52866667,89.10290438,20.27428296
2019-09-24,60,33.0,64.8,49.8,68.4,0.63,57.0,44.0,26.8495,87.14603663,21.79458652
2019-09-25,44,24.2,47.52,36.52,50.16,0.46,41.8,54.0,27.11825,87.29772563,15.44122961
2019-09-26,54,29.7,58.32,44.82,61.56,0.57,51.3,32.0,27.262,88.07527538,7.520047825
2019-09-27,32,17.6,34.56,26.56,36.48,0.34,30.4,29.0,27.3745,88.69026754,8.817481017
2019-09-28,29,15.95,31.32,24.07,33.06,0.3,27.55,33.0,26.72241667,90.99613804,6.580391267
2019-09-29,33,18.15,35.64,27.39,37.62,0.35,31.35,28.0,26.59325,89.54020625,15.72230376
2019-09-30,28,15.4,30.24,23.24,31.92,0.29,26.6,219.0,26.20575,89.42519267,20.33062546
2019-01-10,219,120.45,236.52,181.77,249.66,2.3,208.05,187.0,26.65575,88.04339896,17.61176169
2019-02-10,187,102.85,201.96,155.21,213.18,1.96,177.65,144.0,26.9495,87.18834192,16.09057777
2019-03-10,144,79.2,155.52,119.52,164.16,1.51,136.8,93.0,26.65783333,90.48716758,10.42780276
2019-04-10,93,51.15,100.44,77.19,106.02,0.98,88.35,87.0,27.15991667,87.93019863,7.063648204
2019-05-10,87,47.85,93.96,72.21,99.18,0.91,82.65,81.0,26.88491667,89.07130704,6.755844471
2019-06-10,81,44.55,87.48,67.23,92.34,0.85,76.95,42.0,27.34741667,87.45731279,8.450107467
2019-07-10,42,23.1,45.36,34.86,47.88,0.44,39.9,68.0,27.05158333,90.09934179,5.891825475
2019-08-10,68,37.4,73.44,56.44,77.52,0.71,64.6,46.0,27.13491667,88.520736,6.988184267
2019-09-10,46,25.3,49.68,38.18,52.44,0.48,43.7,88.0,27.67241667,86.6554845,6.436032079
2019-10-10,88,48.4,95.04,73.04,100.32,0.92,83.6,92.0,27.7245,88.04843863,6.543037025
2019-11-10,92,50.6,99.36,76.36,104.88,0.97,87.4,174.0,28.26825,86.45015617,6.168263283
2019-12-10,174,95.7,187.92,144.42,198.36,1.83,165.3,109.0,28.19741667,84.48021717,5.049057063
2019-10-13,109,59.95,117.72,90.47,124.26,1.14,103.55,116.0,28.81408333,84.59028042,5.729321346
2019-10-14,116,63.8,125.28,96.28,132.24,1.22,110.2,106.0,28.16825,84.69938179,4.606290792
2019-10-15,106,58.3,114.48,87.98,120.84,1.11,100.7,106.0,27.66408333,87.82203937,5.307217992
2019-10-16,106,58.3,114.48,87.98,120.84,1.11,100.7,146.0,28.25158333,85.77582354,5.233782642
2019-10-17,146,80.3,157.68,121.18,166.44,1.53,138.7,142.0,29.02450013,76.51652392,8.394249183
2019-10-18,142,78.1,153.36,117.86,161.88,1.49,134.9,69.0,28.80575025,70.82386538,9.162749688
2019-10-19,69,37.95,74.52,57.27,78.66,0.72,65.55,46.0,28.42241667,67.67686996,9.7866833
2019-10-20,46,25.3,49.68,38.18,52.44,0.48,43.7,50.0,28.40575012,69.91486013,8.727859667
2019-10-21,50,27.5,54.0,41.5,57.0,0.53,47.5,56.0,28.2245,75.70997704,7.946489054
2019-10-22,56,30.8,60.48,46.48,63.84,0.59,53.2,50.0,25.77866667,90.60883642,6.862737796
2019-10-23,50,27.5,54.0,41.5,57.0,0.53,47.5,71.0,25.20575,91.52084433,7.971617292
2019-10-24,71,39.05,76.68,58.93,80.94,0.75,67.45,62.0,26.57241667,86.87186625,7.808005479
2019-10-25,62,34.1,66.96,51.46,70.68,0.65,58.9,56.0,26.07658333,88.93437254,6.900862233
2019-10-26,56,30.8,60.48,46.48,63.84,0.59,53.2,92.0,25.44325,91.71432667,4.920330904
2019-10-27,92,50.6,99.36,76.36,104.88,0.97,87.4,104.0,26.68075,87.86684913,7.922706854
2019-10-28,104,57.2,112.32,86.32,118.56,1.09,98.8,112.0,26.49533333,81.61975754,14.74783505
2019-10-29,112,61.6,120.96,92.96,127.68,1.18,106.4,89.0,25.48075,90.21890767,9.128152396
2019-10-30,89,48.95,96.12,73.87,101.46,0.93,84.55,76.0,26.78491667,83.18210092,8.975044421
2019-10-31,76,41.8,82.08,63.08,86.64,0.8,72.2,212.0,26.4745,84.02001812,5.974832757
2019-01-11,212,116.6,228.96,175.96,241.68,2.23,201.4,225.0,27.40366667,84.80630488,6.450196163
2019-02-11,225,123.75,243.0,186.75,256.5,2.36,213.75,120.0,28.29116667,80.69062517,6.395875117
2019-03-11,120,66.0,129.6,99.6,136.8,1.26,114.0,89.0,28.43491667,73.76048163,8.882844
2019-04-11,89,48.95,96.12,73.87,101.46,0.93,84.55,92.0,27.21408333,82.50181617,8.844922179
2019-05-11,92,50.6,99.36,76.36,104.88,0.97,87.4,62.0,27.0245,84.30598017,8.659644817
2019-06-11,62,34.1,66.96,51.46,70.68,0.65,58.9,52.0,26.66616667,85.567419,6.227322713
2019-07-11,52,28.6,56.16,43.16,59.28,0.55,49.4,70.0,27.12241667,87.24563275,9.59579285
2019-08-11,70,38.5,75.6,58.1,79.8,0.74,66.5,50.0,27.29325,86.22375083,8.630669817
2019-09-11,50,27.5,54.0,41.5,57.0,0.53,47.5,106.0,27.09741667,86.18692733,7.395781529
2019-10-11,106,58.3,114.48,87.98,120.84,1.11,100.7,109.0,26.862,82.95758263,17.11791151
2019-11-11,109,59.95,117.72,90.47,124.26,1.14,103.55,206.0,25.93908333,87.32165571,10.81238379
2019-12-11,206,113.3,222.48,170.98,234.84,2.16,195.7,132.0,26.09741667,87.19423579,7.182684563
2019-11-13,132,72.6,142.56,109.56,150.48,1.39,125.4,115.0,26.137,88.16788833,8.286332079
2019-11-14,115,63.25,124.2,95.45,131.1,1.21,109.25,139.0,26.32866667,84.75676738,7.246648454
2019-11-15,139,76.45,150.12,115.37,158.46,1.46,132.05,151.0,27.17241667,80.83139546,6.724908567
2019-11-16,151,83.05,163.08,125.33,172.14,1.59,143.45,145.0,27.43908333,77.26272233,7.029080342
2019-11-17,145,79.75,156.6,120.35,165.3,1.52,137.75,135.0,26.412,69.9629055,7.777709338
2019-11-18,135,74.25,145.8,112.05,153.9,1.42,128.25,192.0,26.93908333,74.93211717,7.529110833
2019-11-19,192,105.6,207.36,159.36,218.88,2.02,182.4,207.0,27.612,77.45563738,7.228808213
2019-11-20,207,113.85,223.56,171.81,235.98,2.17,196.65,202.0,28.49116692,68.70765125,9.564119263
2019-11-21,202,111.1,218.16,167.66,230.28,2.12,191.9,205.0,26.80366667,70.729447,10.30967796
2019-11-22,205,112.75,221.4,170.15,233.7,2.15,194.75,180.0,26.53908358,68.56727983,10.40910512
2019-11-23,180,99.0,194.4,149.4,205.2,1.89,171.0,172.0,26.48283333,74.05216908,8.762509383
2019-11-24,172,94.6,185.76,142.76,196.08,1.81,163.4,205.0,27.59116704,72.26884433,8.106372629
2019-11-25,205,112.75,221.4,170.15,233.7,2.15,194.75,184.0,27.38283333,71.49684642,8.200701992
2019-11-26,184,101.2,198.72,152.72,209.76,1.93,174.8,171.0,27.13908333,69.85170742,8.769625583
2019-11-27,171,94.05,184.68,141.93,194.94,1.8,162.45,153.0,26.93283346,70.92811079,8.649343108
2019-11-28,153,84.15,165.24,126.99,174.42,1.61,145.35,163.0,26.41825013,70.66894158,8.269920621
2019-11-29,163,89.65,176.04,135.29,185.82,1.71,154.85,190.0,26.60366679,70.294286,8.169140913
2019-11-30,190,104.5,205.2,157.7,216.6,2.0,180.5,200.0,26.85783333,69.86811029,9.115788879
2019-01-12,200,110.0,216.0,166.0,228.0,2.1,190.0,219.0,27.262,66.50025121,9.009887204
2019-02-12,219,120.45,236.52,181.77,249.66,2.3,208.05,92.0,27.237,70.58625029,9.119147813
2019-03-12,92,50.6,99.36,76.36,104.88,0.97,87.4,93.0,27.71408346,72.19426717,8.305984813
2019-04-12,93,51.15,100.44,77.19,106.02,0.98,88.35,93.0,27.77241667,68.54877783,9.825667704
2019-05-12,93,51.15,100.44,77.19,106.02,0.98,88.35,61.0,28.13075025,65.31694342,9.037898229
2019-06-12,61,33.55,65.88,50.63,69.54,0.64,57.95,53.0,27.86408333,66.76959379,9.817096617
2019-07-12,53,29.15,57.24,43.99,60.42,0.56,50.35,65.0,27.68491667,74.48314992,8.440176446
2019-08-12,65,35.75,70.2,53.95,74.1,0.68,61.75,47.0,27.80158333,69.53027138,9.56992355
2019-09-12,47,25.85,50.76,39.01,53.58,0.49,44.65,116.0,27.65158333,60.912977,10.21680691
2019-10-12,116,63.8,125.28,96.28,132.24,1.22,110.2,138.0,26.25158333,62.94718867,10.01136153
2019-11-12,138,75.9,149.04,114.54,157.32,1.45,131.1,215.0,26.10991667,65.07520208,9.104588288
2019-12-12,215,118.25,232.2,178.45,245.1,2.26,204.25,185.0,26.84116679,69.92883742,8.600486896
2019-12-13,185,101.75,199.8,153.55,210.9,1.94,175.75,99.0,26.70158333,75.79980125,7.928496808
2019-12-14,99,54.45,106.92,82.17,112.86,1.04,94.05,133.0,26.23075,76.61027121,7.885968654
2019-12-15,133,73.15,143.64,110.39,151.62,1.4,126.35,191.0,25.40991667,76.21223725,8.009919708
2019-12-16,191,105.05,206.28,158.53,217.74,2.01,181.45,175.0,24.66616667,74.48479713,11.07388568
2019-12-17,175,96.25,189.0,145.25,199.5,1.84,166.25,161.0,24.40158333,63.72072133,13.04636223
2019-12-18,161,88.55,173.88,133.63,183.54,1.69,152.95,166.0,24.34741667,66.85689467,10.48387075
2019-12-19,166,91.3,179.28,137.78,189.24,1.74,157.7,197.0,25.05158333,71.29842908,10.79123415
2019-12-20,197,108.35,212.76,163.51,224.58,2.07,187.15,203.0,25.55575,71.45332713,11.03249048
2019-12-21,203,111.65,219.24,168.49,231.42,2.13,192.85,213.0,25.84116667,65.43210917,10.09395609
2019-12-22,213,117.15,230.04,176.79,242.82,2.24,202.35,212.0,25.59533333,66.34973067,10.18561805
2019-12-23,212,116.6,228.96,175.96,241.68,2.23,201.4,245.0,25.34325,72.25585388,8.079636892
2019-12-24,245,134.75,264.6,203.35,279.3,2.57,232.75,280.0,25.78908333,70.57790483,8.897235221
2019-12-25,280,154.0,302.4,232.4,319.2,2.94,266.0,244.0,26.78491667,64.20368037,9.005685608
2019-12-26,244,134.2,263.52,202.52,278.16,2.56,231.8,183.0,26.45575,73.76537871,6.536137308
2019-12-27,183,100.65,197.64,151.89,208.62,1.92,173.85,162.0,26.65783333,71.42796179,7.970978796
2019-12-28,162,89.1,174.96,134.46,184.68,1.7,153.9,153.0,26.612,71.58629283,11.27585987
2019-12-29,153,84.15,165.24,126.99,174.42,1.61,145.35,197.0,25.32241667,62.82842967,11.96915656
2019-12-30,197,108.35,212.76,163.51,224.58,2.07,187.15,147.0,24.29533333,70.0407845,9.782551825
2019-12-31,147,80.85,158.76,122.01,167.58,1.54,139.65,198.0,25.07033333,64.69697533,11.18417974
2020-01-01,198,108.9,213.84,164.34,225.72,2.08,188.1,164.0,24.75991667,69.97111788,9.030456321
2020-02-01,164,90.2,177.12,136.12,186.96,1.72,155.8,107.0,23.562,74.61848925,10.12500813
2020-03-01,107,58.85,115.56,88.81,121.98,1.12,101.65,57.0,21.86408333,65.53351933,10.67336877
2020-04-01,57,31.35,61.56,47.31,64.98,0.6,54.15,51.0,21.26408333,77.10916279,7.779224504
2020-05-01,51,28.05,55.08,42.33,58.14,0.54,48.45,34.0,22.26825,76.52282979,8.806400413
2020-06-01,34,18.7,36.72,28.22,38.76,0.36,32.3,31.0,22.0745,70.41739917,13.96024746
2020-07-01,31,17.05,33.48,25.73,35.34,0.33,29.45,34.0,21.59116667,69.38090838,13.39582943
2020-08-01,34,18.7,36.72,28.22,38.76,0.36,32.3,36.0,23.80783333,61.66976371,12.27327837
2020-09-01,36,19.8,38.88,29.88,41.04,0.38,34.2,75.0,24.77866667,66.00104363,11.08671475
2020-10-01,75,41.25,81.0,62.25,85.5,0.79,71.25,111.0,23.99533333,78.91616654,9.353268004
2020-11-01,111,61.05,119.88,92.13,126.54,1.17,105.45,152.0,23.75158333,70.31982704,11.70944158
2020-12-01,152,83.6,164.16,126.16,173.28,1.6,144.4,163.0,22.60158333,59.36197137,14.06854791
2020-01-13,163,89.65,176.04,135.29,185.82,1.71,154.85,84.0,24.34116667,61.21747683,11.24538113
2020-01-14,84,46.2,90.72,69.72,95.76,0.88,79.8,96.0,25.6745,67.37513746,9.843613038
2020-01-15,96,52.8,103.68,79.68,109.44,1.01,91.2,81.0,24.77241667,76.63104563,8.040904596
2020-01-16,81,44.55,87.48,67.23,92.34,0.85,76.95,88.0,23.94741667,84.76906233,8.367417954
2020-01-17,88,48.4,95.04,73.04,100.32,0.92,83.6,188.0,23.02866667,73.66134304,12.9554507
2020-01-18,188,103.4,203.04,156.04,214.32,1.97,178.6,210.0,21.71616667,65.29525821,13.5432158
2020-01-19,210,115.5,226.8,174.3,239.4,2.21,199.5,193.0,20.04325,58.31147775,13.44966455
2020-01-20,193,106.15,208.44,160.19,220.02,2.03,183.35,229.0,19.70783333,59.24759075,15.02723529
2020-01-21,229,125.95,247.32,190.07,261.06,2.4,217.55,174.0,21.91824998,61.07515567,11.52596862
2020-01-22,174,95.7,187.92,144.42,198.36,1.83,165.3,195.0,23.17033333,66.36784725,10.45751466
2020-01-23,195,107.25,210.6,161.85,222.3,2.05,185.25,171.0,23.87033333,70.84260067,9.054497917
2020-01-24,171,94.05,184.68,141.93,194.94,1.8,162.45,188.0,23.6495,71.74666429,8.978214038
2020-01-25,188,103.4,203.04,156.04,214.32,1.97,178.6,250.0,24.84325,62.25421583,10.73020509
2020-01-26,250,137.5,270.0,207.5,285.0,2.63,237.5,148.0,25.68491667,64.85943017,13.26799148
2020-01-27,148,81.4,159.84,122.84,168.72,1.55,140.6,82.0,25.54325,63.35793638,10.88478228
2020-01-28,82,45.1,88.56,68.06,93.48,0.86,77.9,82.0,24.85783333,66.32773625,10.72396941
2020-01-29,82,45.1,88.56,68.06,93.48,0.86,77.9,127.0,24.83075,73.32685354,8.940379292
2020-01-30,127,69.85,137.16,105.41,144.78,1.33,120.65,146.0,23.54116667,77.70770642,8.775646425
2020-01-31,146,80.3,157.68,121.18,166.44,1.53,138.7,243.0,23.16616667,75.87537046,9.822308042
2020-01-02,243,133.65,262.44,201.69,277.02,2.55,230.85,179.0,21.04533333,60.76124221,13.16746365
2020-02-02,179,98.45,193.32,148.57,204.06,1.88,170.05,122.0,21.46825,58.67134075,11.56268195
2020-03-02,122,67.1,131.76,101.26,139.08,1.28,115.9,72.0,21.37241667,62.37197313,11.17896698
2020-04-02,72,39.6,77.76,59.76,82.08,0.76,68.4,43.0,22.54741667,64.69780817,11.65753958
2020-05-02,43,23.65,46.44,35.69,49.02,0.45,40.85,46.0,23.40575,74.17497371,6.874830563
2020-06-02,46,25.3,49.68,38.18,52.44,0.48,43.7,29.0,22.62241667,83.23988946,7.218718463
2020-07-02,29,15.95,31.32,24.07,33.06,0.3,27.55,27.0,23.237,61.88047333,11.84402293
2020-08-02,27,14.85,29.16,22.41,30.78,0.28,25.65,47.0,23.387,53.08685325,11.64420187
2020-09-02,47,25.85,50.76,39.01,53.58,0.49,44.65,77.0,22.43075,60.33245942,10.82428325
2020-10-02,77,42.35,83.16,63.91,87.78,0.81,73.15,125.0,21.47658333,63.30136667,12.41094157
2020-11-02,125,68.75,135.0,103.75,142.5,1.31,118.75,163.0,23.79533333,56.33865917,15.17425437
2020-12-02,163,89.65,176.04,135.29,185.82,1.71,154.85,155.0,24.81408333,53.17859708,15.67275848
2020-02-13,155,85.25,167.4,128.65,176.7,1.63,147.25,136.0,26.1995,57.5014625,13.61589492
2020-02-14,136,74.8,146.88,112.88,155.04,1.43,129.2,146.0,26.91616692,60.31083696,11.83168283
2020-02-15,146,80.3,157.68,121.18,166.44,1.53,138.7,150.0,28.31616667,55.3151835,11.58528765
2020-02-16,150,82.5,162.0,124.5,171.0,1.58,142.5,233.0,28.20575012,49.73629708,13.7779379
2020-02-17,233,128.15,251.64,193.39,265.62,2.45,221.35,202.0,27.10366679,45.00462675,14.47202743
2020-02-18,202,111.1,218.16,167.66,230.28,2.12,191.9,220.0,25.67241667,47.87377067,13.49981321
2020-02-19,220,121.0,237.6,182.6,250.8,2.31,209.0,155.0,25.26825,62.71380971,9.916056404
2020-02-20,155,85.25,167.4,128.65,176.7,1.63,147.25,98.0,26.67658371,59.45169117,8.980275042
2020-02-21,98,53.9,105.84,81.34,111.72,1.03,93.1,123.0,27.31408346,59.24492312,9.068318863
2020-02-22,123,67.65,132.84,102.09,140.22,1.29,116.85,193.0,25.6995,71.75562383,9.573304138
2020-02-23,193,106.15,208.44,160.19,220.02,2.03,183.35,170.0,25.32033333,74.69338658,10.59361117
2020-02-24,170,93.5,183.6,141.1,193.8,1.79,161.5,150.0,25.10158333,66.39552867,11.23189971
2020-02-25,150,82.5,162.0,124.5,171.0,1.58,142.5,131.0,26.18700012,54.60421512,11.87081669
2020-02-26,131,72.05,141.48,108.73,149.34,1.38,124.45,131.0,26.49950013,50.42985367,12.85649257
2020-02-27,131,72.05,141.48,108.73,149.34,1.38,124.45,172.0,25.9745,51.68870829,13.05751416
2020-02-28,172,94.6,185.76,142.76,196.08,1.81,163.4,201.0,27.37033346,34.80517371,16.74182496
2020-01-03,201,110.55,217.08,166.83,229.14,2.11,190.95,188.0,26.68908346,42.31177367,13.27105383
2020-02-03,188,103.4,203.04,156.04,214.32,1.97,178.6,125.0,26.52450025,47.70150646,10.86949841
2020-03-03,125,68.75,135.0,103.75,142.5,1.31,118.75,85.0,25.99950025,53.34288971,9.811346042
2020-04-03,85,46.75,91.8,70.55,96.9,0.89,80.75,40.0,25.25783333,65.11714146,11.08775923
2020-05-03,40,22.0,43.2,33.2,45.6,0.42,38.0,32.0,25.1495,71.96029521,12.55528552
2020-06-03,32,17.6,34.56,26.56,36.48,0.34,30.4,34.0,24.59116667,79.53681225,8.429724683
2020-07-03,34,18.7,36.72,28.22,38.76,0.36,32.3,26.0,24.57033333,78.41033417,8.531590438
2020-08-03,26,14.3,28.08,21.58,29.64,0.27,24.7,57.0,24.58491667,75.51751867,9.521361154
2020-09-03,57,31.35,61.56,47.31,64.98,0.6,54.15,100.0,24.72241667,73.84452479,9.903277758
2020-10-03,100,55.0,108.0,83.0,114.0,1.05,95.0,194.0,24.85366667,67.46545229,10.58401284
2020-11-03,194,106.7,209.52,161.02,221.16,2.04,184.3,170.0,23.72658333,66.34373321,10.78750397
2020-12-03,170,93.5,183.6,141.1,193.8,1.79,161.5,84.0,23.43075,68.97085325,10.17296232
2020-03-13,84,46.2,90.72,69.72,95.76,0.88,79.8,112.0,24.287,74.03407433,9.59302645
2020-03-14,112,61.6,120.96,92.96,127.68,1.18,106.4,158.0,24.7995,73.04149754,8.758268854
2020-03-15,158,86.9,170.64,131.14,180.12,1.66,150.1,153.0,24.52658333,66.70121992,10.91606054
2020-03-16,153,84.15,165.24,126.99,174.42,1.61,145.35,197.0,23.29325,71.91508971,12.05603876
2020-03-17,197,108.35,212.76,163.51,224.58,2.07,187.15,146.0,23.42033333,57.99197521,16.16637533
2020-03-18,146,80.3,157.68,121.18,166.44,1.53,138.7,102.0,25.02866667,43.66469029,15.52297315
2020-03-19,102,56.1,110.16,84.66,116.28,1.07,96.9,82.0,26.88491679,40.26891292,10.30706182
2020-03-20,82,45.1,88.56,68.06,93.48,0.86,77.9,72.0,27.32658346,47.873957,11.04905895
2020-03-21,72,39.6,77.76,59.76,82.08,0.76,68.4,54.0,27.57658358,54.36128021,11.04834388
2020-03-22,54,29.7,58.32,44.82,61.56,0.57,51.3,64.0,27.39116692,62.74972375,10.29750166
2020-03-23,64,35.2,69.12,53.12,72.96,0.67,60.8,81.0,26.137,67.51797313,10.42298635
2020-03-24,81,44.55,87.48,67.23,92.34,0.85,76.95,87.0,25.37658333,76.73742775,8.958419442
2020-03-25,87,47.85,93.96,72.21,99.18,0.91,82.65,69.0,25.45366667,78.81484742,10.79040096
2020-03-26,69,37.95,74.52,57.27,78.66,0.72,65.55,66.0,26.2245,77.50370217,12.76511217
2020-03-27,66,36.3,71.28,54.78,75.24,0.69,62.7,72.0,27.82658371,69.03262304,12.3118172
2020-03-28,72,39.6,77.76,59.76,82.08,0.76,68.4,71.0,28.68700025,64.93590854,10.76120973
2020-03-29,71,39.05,76.68,58.93,80.94,0.75,67.45,69.0,28.13283346,78.63788888,7.266803158
2020-03-30,69,37.95,74.52,57.27,78.66,0.72,65.55,67.0,28.26616667,76.6030535,8.873705367
2020-03-31,67,36.85,72.36,55.61,76.38,0.7,63.65,221.0,28.89325012,60.78842221,15.5901789
2020-01-04,221,121.55,238.68,183.43,251.94,2.32,209.95,176.0,28.73075013,57.910997,17.45847767
2020-02-04,176,96.8,190.08,146.08,200.64,1.85,167.2,117.0,28.87658358,53.77164846,14.91341504
2020-03-04,117,64.35,126.36,97.11,133.38,1.23,111.15,81.0,28.20366679,64.75783342,10.24281825
2020-04-04,81,44.55,87.48,67.23,92.34,0.85,76.95,37.0,27.48491679,70.30515588,12.51320515
2020-05-04,37,20.35,39.96,30.71,42.18,0.39,35.15,36.0,27.64116667,68.94298054,14.20797204
2020-06-04,36,19.8,38.88,29.88,41.04,0.38,34.2,28.0,28.59950063,63.45509538,13.40463629
2020-07-04,28,15.4,30.24,23.24,31.92,0.29,26.6,25.0,28.01200038,71.64876592,11.36884181
2020-08-04,25,13.75,27.0,20.75,28.5,0.26,23.75,69.0,27.71825025,73.68036367,10.78908316
2020-09-04,69,37.95,74.52,57.27,78.66,0.72,65.55,70.0,27.40575012,76.68373575,9.300735979
2020-10-04,70,38.5,75.6,58.1,79.8,0.74,66.5,160.0,27.59533333,80.38052404,9.900189808
2020-11-04,160,88.0,172.8,132.8,182.4,1.68,152.0,167.0,27.0995,78.21704675,8.271870146
2020-12-04,167,91.85,180.36,138.61,190.38,1.75,158.65,76.0,26.90991667,77.09593796,10.48807883
2020-04-13,76,41.8,82.08,63.08,86.64,0.8,72.2,81.0,27.0995,77.12897329,11.15750682
2020-04-14,81,44.55,87.48,67.23,92.34,0.85,76.95,81.0,27.99533333,75.65662571,10.81468227
2020-04-15,81,44.55,87.48,67.23,92.34,0.85,76.95,65.0,29.31825025,68.80884971,10.33201905
2020-04-16,65,35.75,70.2,53.95,74.1,0.68,61.75,65.0,29.00991717,77.96972567,8.713655375
2020-04-17,65,35.75,70.2,53.95,74.1,0.68,61.75,68.0,28.89741704,80.2568755,10.04902339
2020-04-18,68,37.4,73.44,56.44,77.52,0.71,64.6,67.0,29.8370005,74.56325683,9.572074929
2020-04-19,67,36.85,72.36,55.61,76.38,0.7,63.65,82.0,30.01825037,74.47428738,11.70413846
2020-04-20,82,45.1,88.56,68.06,93.48,0.86,77.9,65.0,29.18700025,80.38730646,11.01739496
2020-04-21,65,35.75,70.2,53.95,74.1,0.68,61.75,51.0,29.037,78.23033133,8.849697746
2020-04-22,51,28.05,55.08,42.33,58.14,0.54,48.45,63.0,29.63908346,76.04403992,8.657361838
2020-04-23,63,34.65,68.04,52.29,71.82,0.66,59.85,50.0,30.11825038,69.38372913,11.71426744
2020-04-24,50,27.5,54.0,41.5,57.0,0.53,47.5,48.0,31.05158383,58.75572833,13.42217664
2020-04-25,48,26.4,51.84,39.84,54.72,0.5,45.6,57.0,28.95366717,75.57712192,8.857419446
2020-04-26,57,31.35,61.56,47.31,64.98,0.6,54.15,52.0,29.18075,79.27963683,9.384239129
2020-04-27,52,28.6,56.16,43.16,59.28,0.55,49.4,53.0,29.28283383,76.39692375,10.58661645
2020-04-28,53,29.15,57.24,43.99,60.42,0.56,50.35,81.0,29.39533371,77.49047888,9.681298258
2020-04-29,81,44.55,87.48,67.23,92.34,0.85,76.95,60.0,28.95991704,75.44283558,9.847663708
2020-04-30,60,33.0,64.8,49.8,68.4,0.63,57.0,211.0,28.69741667,78.83068163,10.81937985
2020-01-05,211,116.05,227.88,175.13,240.54,2.22,200.45,137.0,28.79116679,74.52268267,9.77796645
2020-02-05,137,75.35,147.96,113.71,156.18,1.44,130.15,104.0,29.71408358,73.25112825,13.5183159
2020-03-05,104,57.2,112.32,86.32,118.56,1.09,98.8,77.0,30.12866704,77.49826117,9.943385179
2020-04-05,77,42.35,83.16,63.91,87.78,0.81,73.15,38.0,30.04741692,75.65278125,11.14121891
2020-05-05,38,20.9,41.04,31.54,43.32,0.4,36.1,41.0,29.81200013,77.00627704,11.2725682
2020-06-05,41,22.55,44.28,34.03,46.74,0.43,38.95,33.0,29.88700025,78.21871517,12.0604558
2020-07-05,33,18.15,35.64,27.39,37.62,0.35,31.35,30.0,29.56200013,78.90738317,11.32184734
2020-08-05,30,16.5,32.4,24.9,34.2,0.32,28.5,84.0,29.37450025,79.97827621,10.53041471
2020-09-05,84,46.2,90.72,69.72,95.76,0.88,79.8,55.0,29.72033383,79.871347,11.267594
2020-10-05,55,30.25,59.4,45.65,62.7,0.58,52.25,163.0,29.8370005,79.84158913,10.1770797
2020-11-05,163,89.65,176.04,135.29,185.82,1.71,154.85,185.0,29.23491692,80.43129508,9.616554133
2020-12-05,185,101.75,199.8,153.55,210.9,1.94,175.75,67.0,29.57658358,75.20769963,8.555788464
2020-05-13,67,36.85,72.36,55.61,76.38,0.7,63.65,54.0,29.48908371,77.76471629,9.847183961
2020-05-14,54,29.7,58.32,44.82,61.56,0.57,51.3,70.0,29.74116717,78.07680938,10.24658781
2020-05-15,70,38.5,75.6,58.1,79.8,0.74,66.5,76.0,29.79533333,75.97544313,10.40273467
2020-05-16,76,41.8,82.08,63.08,86.64,0.8,72.2,120.0,29.2682505,76.93235779,9.894592429
2020-05-17,120,66.0,129.6,99.6,136.8,1.26,114.0,78.0,29.93491692,77.28598179,10.43680434
2020-05-18,78,42.9,84.24,64.74,88.92,0.82,74.1,74.0,30.22450013,77.27530188,11.86601566
2020-05-19,74,40.7,79.92,61.42,84.36,0.78,70.3,48.0,30.52866704,74.30636667,13.45376678
2020-05-20,48,26.4,51.84,39.84,54.72,0.5,45.6,43.0,30.28075038,76.04442625,9.900142504
2020-05-21,43,23.65,46.44,35.69,49.02,0.45,40.85,42.0,30.31616704,73.59383054,12.78061543
2020-05-22,42,23.1,45.36,34.86,47.88,0.44,39.9,45.0,30.31200025,72.75033321,16.74199492
2020-05-23,45,24.75,48.6,37.35,51.3,0.47,42.75,40.0,29.84741692,71.98412575,12.03929833
2020-05-24,40,22.0,43.2,33.2,45.6,0.42,38.0,45.0,30.00575025,70.73043142,11.29279587
2020-05-25,45,24.75,48.6,37.35,51.3,0.47,42.75,51.0,29.92241704,72.0914065,10.62428305
